Name;Link;Inhalt
Kalbskotelett gefüllt mit Muschelnudeln;https://www.kochenfuerviele.de/mittagessen-kochen/Kalbskotelett-gefuellt-mit-Muschelnudeln.html;"Kochen für Viele - Kochrezepte und Tipps     Kalbskotelett gefüllt mit Muschelnudeln    Kategorie: Fleischgerichte    Aufwand/Kosten: aufwendiger/erhöht    Personenzahl: 12    Zutaten: Für die Füllung:    150 g steinlose, grüne Oliven, grob gehackt  90 g Butter  12 feine Sardellenfilets  750 g in Streifen geschnittene Zwiebeln  3 TL fein gehackter Salbei  3 TL gezupfte Thymianblättchen  3 TL gehackte Rosmarinnadeln  Chiligewürz, Pfeffer, Salz   Für die Koteletts:    12 Kalbskoteletts mit Knochen  3 Thymianzweige  300 ml Kalbsfond  150 ml roter Portwein  3 Rosmarinzweige  150 ml Rotwein  60 g Butter kalt  Pfeffer, Salz  ein wenig Butterschmalz  Schweinenetz zum einwickeln   Für die Muschelnudeln:    750 g Muschelnudeln  3 EL gehackte Petersilie  9 EL Trüffelöl  60 g Butter  450 ml Geflügelfond  90 g geschlagene Sahne  Pfeffer, Salz      Zubereitung       Füllung: Zuerst bereitet man die Füllung zu. Dafür nehme man einen Topf und erhitze darin die Butter, bevor man die Zwiebeln hinein gibt um sie solange dünsten zu lassen, bis sie beginnen zu karamellisieren. Nun noch die Kräuter, Oliven und Sardellen zufügen, das Ganze mit Pfeffer und Salz, sowie dem Chilipulver abschmecken und erkalten lassen.  Koteletts: Man schneidet eine Tasche in die Kalbskoteletts und gibt jeweils einen EL der Füllung hinein. Dann verschließt man den Schnitt wieder. Nun werden die Koteletts beidseitig mit Pfeffer und Salz gewürzt, bevor man sie in die trockenen Schweinenetze wickelt. So eingewickelt werden die Koteletts in eine Pfanne mit Butterschmalz gegeben und beidseitig darin angebraten. Für den Geschmack gibt man dazu auch noch die Rosmarin- und Thymianzweige hinzu. Dann gibt man die Pfanne für etwa 15 Minuten bei einer Temperatur von 150°C in den Backofen. Dieser sollte jedoch vorgewärmt sein. Anschließend nimmt man die Pfanne aus dem Backrohr und die Koteletts aus der Pfanne. Diese jedoch noch mit Alufolie bedecken. Der Bratansatz aus der Pfanne wird mit Rot- und Portwein aufgegossen, dann lässt man es einkochen. Zum wieder auffüllen nutzt man den Kalbsfond und lässt es wieder ein wenig einkochen. Anschließend durch ein Sieb gießen, eventuell passieren. Bevor die Soße mit der kalten Butter vollendet wird, muss sie nochmals erwärmt und mit Pfeffer und Salz abgeschmeckt, werden.  Muschelnudeln: Die Nudeln werden nach Packungsanweisung in heißem Salzwasser gekocht und im Anschluss durch ein Sieb abgegossen. Geflügelfond, Butter und Trüffelöl zusammen zum kochen bringen und auch ein wenig einkochen lassen. In diesen Fond werden nun die gekochten Nudeln gegeben und noch einmal mit Pfeffer und Salz gewürzt. Die geschlagene Sahne wird zusammen mit der gehackten Petersilie unter die Nudeln gehoben. Vor dem servieren werden die Nudeln auf einem Teller angerichtet und die Koteletts darauf drapiert. Nur noch mit der Soße übergießen und Thymian zum garnieren verwenden.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Grillspieße;https://www.kochenfuerviele.de/mittagessen-kochen/Grillspiesse.html;"Kochen für Viele - Kochrezepte und Tipps    Grillspieße    Kategorie: Fleischgerichte    Aufwand/Kosten: gering/moderat    Personenzahl: 12    Zutaten:   1200 g Rinderfilet  375 g Speck durchwachsen  12 Zwiebeln  1 1/2 Salatgurken  6 Tomaten  6 EL ÖL  Knoblauchpulver  Pfeffer, Salz  Basilikum  Thymian      Zubereitung       Zuerst wird das Rinderfilet in breite Scheiben und danach in grobe Würfel geschnitten, mit Gewürzen wie Thymian, Pfeffer, Knoblauchpulver und Basilikum eingerieben. Die Salatgurken schälen und gleich wie auch den Speck in Scheiben schneiden, die Tomaten sowie die geschälten Zwiebeln vierteln. Diese geschnittenen Zutaten werden nun abwechselnd auf Grillspieße gesteckt und noch einmal mit Thymian und Pfeffer würzen. Am Ende ölt man die Spieße noch einmal ein und gibt sie auf den Grill, wo sie für ungefähr 5-6 Minuten gegrillt werden. Alternativ kann man die Spieße auch in eine Pfanne geben und für 6-8 Minuten anbraten. Zum Schluss werden die Spieße noch einmal mit Salz abgeschmeckt, bevor sie vor dem servieren auf ein Reisbett gelegt werden.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Kasslermacken mit Grünkohl;https://www.kochenfuerviele.de/mittagessen-kochen/Kasslermacken-mit-Gruenkohl.html;"Kochen für Viele - Kochrezepte und Tipps    Kasslermacken mit Grünkohl    Kategorie: Fleischgerichte    Aufwand/Kosten: normal/moderat    Personenzahl: 12    Zutaten:   2100 g Grünkohl  3 Stücke Kasslerfilet  90 g Schweineschmalz  6 Stücke vom Bauchspeck je 125 g  12 Kohlwürste  9 EL Senf, scharf  300 ml Apfelsaft  Ca. 12 EL Haferflocken  3 Gemüsezwiebeln  750 ml Brühe  Pfeffer, Salz      Zubereitung       Zuerst streift man den Grünkohl von seinen Blattrippen, dann wäscht man ihn sorgfältig und gart ihn im kochenden Salzwasser für etwa 10 Minuten. Nach dem Kochen wird er abgeschreckt und ausgedrückt, sowie grob gehackt. Die Zwiebeln werden in feine Streifen geschnitten. Nun das Schmalz in einer Pfanne erhitzen und zum anschwitzen die Zwiebeln zugeben. Nach 2 Minuten den Grünkohl dazugeben und noch einmal 2 Minuten anschwitzen. Dann das Ganze mit dem Apfelsaft und der Brühe ablöschen und die Fleischstücke zufügen. Dies nun 25 Minuten bei mittlerer Hitze kochen lassen. Am Ende werden noch die Haferflocken untergerührt und wieder für 2 Minuten gegart. Nun wird der Kohl mit Pfeffer und Salz gewürzt und der Senf untergehoben.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Feurig-scharfe Soße mit Hähnchenbrustfilet;https://www.kochenfuerviele.de/mittagessen-kochen/Feurig-scharfe-Sosse-mit-Haehnchenbrustfilet.html;"Kochen für Viele - Kochrezepte und Tipps     Feurig-scharfe Soße mit Hähnchenbrustfilet    Kategorie: Fleischgerichte    Aufwand/Kosten: mittel/moderat    Personenzahl: 12    Zutaten:   2250 g Hähnchenbrustfilets hautlos  6 Knoblauchzehen  18 Tomaten  750 ml instante Hühnerbrühe  3 Becher Sahne  3 Bund Frühlingszwiebeln  4 Gläser trockener Riesling-Weisswein  3 rote große Paprika  3 EL Mehl  6 rote große Chilis  Öl, Salz, Zucker      Zubereitung       Zuerst werden von den Tomaten die Stielansätze entfernt, dann werden sie kurz überbrüht und gehäutet, bevor man sie halbiert und die Kerne entfernt. Das nun noch übrige Fruchtfleisch wird dann in Würfel geschnitten. Unter fließendem Wasser schneidet man die Chilis auf und kratzt sie aus, dann werden sie in kleine Stücke geschnitten. Das Grüne der Frühlingszwiebeln abtrennen, und dieses in gleichmäßige Ringe schneiden. Die Zwiebeln werden wie auch der Knoblauch in feine Würfel geschnitten. Die Paprika wird vor dem entkernen der Hälfte nach durchgeschnitten, dann werden die Trennwände entfernt. Das übriggebliebene saubere Fruchtfleisch wird jetzt in kleine Würfel geschnitten. Auch die Hähnchenbrust kommt unter das Messer. Sie wird in gleichgroße Streifen geschnitten, die dann in einer Pfanne mit heißem Öl angebraten werden. Ist es fertig gebraten, gibt man es in eine Schüssel und stellt es zur Seite. In die noch warme Pfanne werden dann die Knoblauch- und Zwiebelwürfel gegeben, damit sie schön glasig angedünstet werden können. Dann die fein geschnittenen Chilis ebenfalls zugeben und unter ständigem rühren dünsten. Kurz vor dem Ende wird noch ein wenig Zucker darüber gestreut, so dass die Zwiebeln wie auch die Chilis noch ein wenig glasiert werden. Nun wird alles mit 3 Gläsern Wein abgelöscht, während das 4. Glas für den Koch bestimmt ist. In die abgelöschte Pfanne kommt jetzt die Brühe, dann lässt man alles maximal 15 Minuten bei niedriger Temperatur vor sich hin kochen. Im Anschluss gießt man die Sahne dazu, verrührt das Mehl mit ein wenig Wasser und bindet damit die Soße. Das Fleisch wird wieder in die Soße gelegt und noch einmal kurz aufgekocht. Passend dazu schmeckt ein kleiner Salat und Reis als Beilage besonders gut. Möchte man die Soße nicht selbst mit Mehl binden, kann man auch fertige Soßen aus dem Supermarkt verwenden.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Salbei-Schinken gefüllte Hähnchenbrust mit Brokkolipüree;https://www.kochenfuerviele.de/mittagessen-kochen/Salbei-Schinken-gefuellte-Haehnchenbrust.html;"Kochen für Viele - Kochrezepte und Tipps      Salbei-Schinken gefüllte Hähnchenbrust mit Brokkolipüree    Kategorie: Fleischgerichte    Aufwand/Kosten: mittel/mittel    Personenzahl: 12    Zutaten:   6 Hähnchenbrüste mit Haut  3 kleine fein geschnittenen Zwiebeln  600 g Brokkoli  12 Kartoffeln  60 Blätter Salbei  750 ml Rotwein  300 g Hinterschinken, dünn geschnitten  300 ml Sahne  750 ml Geflügelfond  300 g Schweinenetz  Butter  Pfeffer, Salz      Zubereitung       Der Brokkoli wird geputzt, dann zum Weichkochen in Salzwasser gegeben und im Anschluss grob gehackt. Solange der Brokkoli kocht, kann man sich den Hähnchenbrüsten zuwenden, die auf die Hautseite gelegt werden und mit einem Messer so tiefe schräge Schnitte vornehmen, dass man fast die Haut erreicht. Die Schinkenscheiben werden nun so geschnitten, dass sie in die Einschnitte der Hähnchenbrüste passen. Nun werden noch die Salbeiblätter halbiert und dann im Wechsel mit den Schinkenstreifen in die Hähnchenbrüste gefüllt. Mit Pfeffer und Salz den Brüsten einen Geschmack verleihen und diese dann in die Schweinenetze füllen. Das Ganze dann in eine Pfanne geben und die Hähnchenbrüste mit der hautlosen Seite anbraten lassen, dann wenden und auf der Hautseite dasselbe machen. Anschließend werden sie warm gehalten. Die geschälten Kartoffeln werden nur in den Geflügelfond gegeben und dort für 10 Minuten gekocht, ehe der Rotwein und 90 g Butter hinzugegeben wird. Anschließend um weitere 10 Minuten auf mittlerer Hitze weiterkochen lassen. Abgeschmeckt werden die Kartoffeln mit Pfeffer und Salz. Die noch übrige Butter in einem Topf erhitzen, darin die Zwiebeln zum anschwitzen hinein geben. Nach einer kurzen zeit auch den Brokkoli zufügen und alles mit Sahne ablöschen. Kurz aufkochen lassen und für den Geschmack Salz und Pfeffer zugeben.  Das nun fertige Brokkolipüree wird zusammen mit der Soße und den Kartoffeln angerichtet. Bevor das Fleisch auf die fertig garnierten Teller gelangt, wird es noch im queren verlauf zu den Einschnitten aufgeschnitten.          [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
indische Hähnchenbrustfilets;https://www.kochenfuerviele.de/mittagessen-kochen/indische-Haehnchenbrustfilets.html;"Kochen für Viele - Kochrezepte und Tipps      indische Hähnchenbrustfilets    Kategorie: Fleischgerichte    Aufwand/Kosten: mittel/normal    Personenzahl: 12    Zutaten:   12 Hähnchenbrustfilets, groß  300 ml Sahne  3 EL Currypulver  9 Bananen  1 1/2 l Hühnerbrühe  9 Äpfel  3 Zwiebeln, fein gewürfelt  Saft von 3 Zitronen  90 g Butter  Schwarzer Pfeffer, Jodsalz  hellen Soßenbinder   Beilagen:    750 g Basmatireis  600 g Feldsalat  6 EL Olivenöl  9 EL Balsamicoessig  300 g Tiefkühlgemüsemischung  Zucker, Salz, Pfeffer      Zubereitung       Zuerst wäscht man die Hähnchenbrustfilets und trocknet sie ab. Die Äpfel schälen und mit einem Ausstecher das Kerngehäuse entfernen. 12 gleichdicke Ringe daraus schneiden, den Rest mit einer Küchenreibe klein raspeln. Alles mit dem Saft aus den Zitronen beträufeln, damit sich die Äpfel nicht verfärben. Bevor die Bananen dann der Länge nach geviertelt werden, sollte man sie schälen. Vier der geviertelten Bananen werden zudem auch gewürfelt. Auch die Bananen werden mit dem Zitronensaft beträufelt. In einer Pfanne nun 3 EL Butter aufschäumen und die Bananenviertel sowie die Apfelscheiben hinein geben und hellbraun anbraten lassen. Dann zur Seite stellen. Die noch übrige Butter wird in einer weiteren Pfanne erhitzt und die Filets darin von beiden Seiten angebraten. Ist dies fast geschehen, werden die Zwiebeln eingelassen um ein wenig Farbe zu erlangen. Im Anschluss werden die Bananenwürfel und die Apfelraspel unter gehoben und das Ganze mit Currypulver bestäubt, bevor es mit der Brühe aufgegossen wird. Bei geschlossener Pfanne alles nun 15 Minuten dünsten lassen. Danach werden die Hähnchenbrustfilets aus der Pfanne genommen und warm gehalten. Die Zwiebelmischung wird nun mit einem Pürierstab fein püriert und bei Bedarf zusätzlich durch ein Sieb gestrichen. Dann Sahne zugeben und die Soße nochmals aufkochen lassen, dann zum verdicken Soßenbinder hineinrieseln lassen. Zum abschmecken Pfeffer und Salz zugeben. Nun die Currysoße über die Filets gießen und zum garnieren nochmals die Bananenviertel du die Apfelringe erwärmen und darüber legen. Passend zu den Hähnchenbrustfilets reicht man Gemüsereis und einen Feldsalat mit einem Öl-Balsamicoessig Dressing.          [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Kalbsschnitzelchen an Tomaten-Lauch Soße;https://www.kochenfuerviele.de/mittagessen-kochen/Kalbsschnitzelchen-an-Tomaten-Lauch-Sosse.html;"Kochen für Viele - Kochrezepte und Tipps     Kalbsschnitzelchen an Tomaten-Lauch Soße    Kategorie: Fleischgerichte    Aufwand/Kosten: normal/erhöht    Personenzahl: 12    Zutaten:   24 kleine Kalbsschnitzelchen, alternativ 12 Kalbsschnitzel, die halbiert werden  750 g Lauch  6 EL Bratbutter  3 Knoblauchzehen  3 mittelgroße Zwiebeln  150 ml Weißwein  12 mittelfeste Tomaten, alternativ auch 1200g Pelatitomaten aus der Dose  Salz, Pfeffer  6 dl Rahm  3 EL Tomatenpüree  3 dl Hühnerfond      Zubereitung       Zuerst heizt man den Backofen auf eine Temperatur von 80°C vor. In dieser Phase wird auch eine platte zum aufwärmen in den Ofen gegeben. Dann schält man den Lauch und schneidet ihn in feine Ringe, die Tomaten werden mit kochendem Wasser abgebrüht und enthäutet, bevor man diese halbiert, entkernt und klein würfelt. Wird die Pelati Alternative aus der Dose verwendet, gibt man diese in ein Sieb und schüttet es ab und geht weiter vor wie auch schon bei den Tomaten, außer dass man diese nicht mehr häuten muss. Knoblauch und Zwiebeln werden ebenfalls geschält und fein gehackt. Die Kalbsschnitzelchen würzt man nun von beiden Seiten mit Pfeffer und Salz und gibt sie dann in eine Pfanne, in welcher die Hälfte der Bratbutter erhitzt wurde. Zu Beginn brät man die Schnitzel eine gute Minute lang, dann wendet man sie und brät sie ebenfalls an, jedoch nur noch maximal 40 Sekunden. Dann die Schnitzel aus der Pfanne nehmen und auf die im Ofen vorgewärmte Platte legen und wieder in den Backofen geben. Dort sollen die Schnitzel bei 80 grad noch einmal maximal 20 Minuten nachgaren. Im zurück gebliebenen Bratensatz werden der Knoblauch und auch die Zwiebeln glasig gedünstet und der Lauch zugefügt. Alles zusammen für 3-4 Minuten unter mehrmaligem Wenden weich dünsten lassen, dann aus der Pfanne nehmen. Dann das Tomatenpüree in den Bratensatz geben und kurz anrösten lassen, bevor es mit dem Weißwein und dem Fond gelöscht wird. Das ganze nun solange kochen, bis die Hälfte eingekocht ist. Dann noch mit dem Rahm aufgießen und die Soße solange weiterköcheln lassen, bis sie eine leichte Bindung aufweist. Zum abschmecken Pfeffer und Salz zugeben. Kurz bevor serviert wird, kocht man die Soße noch ein weiteres Mal auf und gibt die Lauchringe und die Tomatenwürfel hinein. Nach etwa einer Minute kochen, wird alles noch einmal abgeschmeckt und bei Bedarf nachgewürzt. Über die in der Form befindlichen Kalbsschnitzel wird nun noch die Gemüsesoße gegossen. Passend zu diesem leckeren Gericht sind Trockenreis, kleine gebratene Schalenkartoffeln oder auch feine Nudeln.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Knoblauchkasseler;https://www.kochenfuerviele.de/mittagessen-kochen/Knoblauchkasseler.html;"Kochen für Viele - Kochrezepte und Tipps     Knoblauchkasseler    Kategorie: Fleischgerichte    Aufwand/Kosten: normal/erhöht    Personenzahl: 12    Zutaten:   3,6 kg Kasseler mit Knochen  750 ml Gemüsebrühe  3 kleine Chilischoten  3 TL Chilipulver  6 Knoblauchknollen  3 TL Korianderkörner  9 EL Weinessig  9 EL Olivenöl  15 Lorbeerblätter  900 g Tomaten  30 Wacholderbeeren  Fett für den Topf  Cayennepfeffer, Salz      Zubereitung       Ca. 24 Knoblauchzehen aus den Knollen lösen und schälen. Zusammen mit der Chilischote, Korianderkörner, 3 Lorbeerblättern und Wacholderbeeren in einen Hacker geben und alles klein hacken. Das Gehackte nun mit Essig, Salz, Chilipulver und Öl vermengen. Das Fleisch unter fließendem Wasser waschen, dann trocken tupfen. Einen Bräter zur Hand nehmen und die noch übrigen Lorbeerblätter als eine Unterlage einfüllen, dann das Fleisch mit dem Knochen nach unten in den Bräter legen. Dann die selbstgemischte Gewürzmischung nehmen und das Fleisch mit einem Pinsel damit einschmieren. Nun die Schale einer ganzen Knoblauchknolle entfernen und grobe Würfel aus der Tomate schneiden. Die ungeschälten einzelnen Knoblauchzehen werden dann mit den gewürfelten Tomaten und der Brühe in den Bräter gegeben. Nun den Bräter für etwa 75 Minuten in den auf 200°C vorgeheizten Backofen geben. 30 Minuten nachdem das Fleisch in den Ofen gegeben wurde, wird der Bräter mit einer Alufolie abgedeckt. Nach der Garzeit wird das Fleisch aus dem Ofen genommen und vom Knochen gelöst. Vor dem servieren noch in Scheiben schneiden und mit dem Bratensaft anbieten. Als Beilage ist Kartoffelpüree empfehlenswert.          [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Mit Reis und Fleisch gefüllte Kohlrouladen;https://www.kochenfuerviele.de/mittagessen-kochen/Mit-Reis-und-Fleisch-gefuellte-Kohlrouladen.html;"Kochen für Viele - Kochrezepte und Tipps     Mit Reis und Fleisch gefüllte Kohlrouladen    Kategorie: Fleischgerichte    Aufwand/Kosten: mittel/normal    Personenzahl: 12    Zutaten:   600 g Kalb- oder Schweinefleisch  3 Weißkohlköpfe, alternativ auch Wirsingkohlköpfe  450 g Reis  450 ml Sahne  120 g Tomatenmark  750 ml Brühe  300 g Zwiebeln  Pfeffer, Salz  Dill oder Petersiliengrün      Zubereitung       Zuerst entfernt man die unschönen Kohlblätter, dann schneidet man den Strunk heraus. Abspülen und die Kohlköpfe in Töpfe gefüllt mit kochendem Wasser geben. Solange darin kochen lassen, bis die Blätter deutlich weich geworden sind. Nun die Kohlköpfe aus dem Wasser nehmen und die Blätter abschälen. Dicke Blattrippen müssen entfernt werden, jedoch ist darauf zu achten, dass man dabei die Blätter nicht beschädigt. Dann den Reis unter klarem Wasser spülen, mit kochendem Salzwasser in einen Topf geben und solange kochen lassen, bis der Reis halb gar ist. Dann abgießen. Zwiebeln erst schälen, dann in feine Würfel schneiden und anbraten. Das Fleisch waschen und trocken tupfen und durch den Fleischwolf geben. Alternativ kann man auch gleich Hackfleisch besorgen. Dann das Hackfleisch zusammen mit dem Reis und den Zwiebeln, sowie dem gehackten Grün vermengen und nochmals abschmecken. Die Kohlblätter sortiert auslegen und mit der Fleischmasse befüllen. Die Ränder der Blätter werden vor dem Zusammenrollen nach innen gelegt, dann werden sie aufgerollt. Ein ausreichend großer Topf oder Bräter mit einigen Kohlblättern auslegen und die Rouladen darauf betten. Die so eingebetteten Kohlrouladen werden dann mit der brühe übergossen und der Bräter abgedeckt. Zudecken und bei mittlerer Hitze weich dünsten lassen. Kurz bevor die Garzeit zu Ende geht, wird die Sahne mit den Gewürzen und dem Tomatenmark verrührt und über die Rouladen gegossen. Die nun weichen Rouladen werden aus dem Bräter genommen und auf einer Platte angerichtet. Die Soße im Bräter noch einmal abschmecken und dann die auf der Platte befindlichen Kohlrouladen damit begießen. Tip: Einen etwas anderen Geschmack erhält man, wenn man anstatt des Reises Gerstengraupen, Perlgraupen oder Buchweizengrütze verwendet.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
überbackener Leberkäse;https://www.kochenfuerviele.de/mittagessen-kochen/ueberbackener-Leberkaese.html;"Kochen für Viele - Kochrezepte und Tipps    überbackener Leberkäse    Kategorie: Fleischgerichte    Aufwand/Kosten: wenig/moderat    Personenzahl: 12    Zutaten:   12 Scheiben Leberkäse  225 g Edamer Käse  3 kleine Dosen Tomatenmark  Dill, Zitronensaft  4 säuerliche, große Äpfel      Zubereitung       Mit dem Tomatenmark wird jede Leberkäsescheibe beiderseits gleichmäßig bestrichen. Dann werden die Äpfel mit einer Küchenreibe grob geraspelt, die Schale wird hierzu nicht entfernt. Anschließend ein bisschen Zitronensaft darüber geben, damit sich die Apfelraspel nicht bräunlich verfärben. Nun verteilt man die Raspel auf dem bestrichenen Leberkäse und gibt darüber den Käse. Den Backofen auf 200°C vorheizen und den Leberkäse für 15 Minuten backen lassen. Man kann den Käse auch direkt unter den grill schieben, damit bekommt der Käse eine schöne braune und vor allem knusprige Kruste. Vor dem servieren garniert man den Leberkäse noch mit ein wenig Dill. Passend dazu schmeckt Kartoffelbrei mit gedünsteten Zwiebeln sehr gut, aber auch Schwenkkartoffeln sind passend, ebenso wie Endivien- oder Kopfsalat.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
