Name;Link;Inhalt
Bauernomelette;https://www.kochenfuerviele.de/fruehstueck-ideen/Bauernomelette.html;"Kochen für Viele - Kochrezepte und Tipps    Bauernomelette    Kategorie: Frühstück    Aufwand/Kosten: gering/billig    Personenzahl: 12    Zutaten:   3 kg Kartoffeln gekocht  600 g Schafskäse zerbröselt  18 Eier  750 g gehackte Zwiebeln  gehackte Petersilie  gehackter Schnittlauch  375 ml Milch  Pfeffer, Salz      Zubereitung       Die Kartoffeln werden gewürfelt und dann in einer Pfanne solange angebraten, bis sie eine schöne Bräune erreichen. Dann werden der Schafskäse und die Zwiebeln untergehoben und mit Pfeffer und Salz würzen. Am Ende noch die Eier mit dem gehackten Schnittlauch, Milch und der Petersilie vermischen und über die Kartoffeln gießen. Das Ganze nun noch für fünf Minuten aufstocken lassen. Vor dem servieren lässt sich das Bauernomelett auf einem Teller, garniert mit zwei Blatt Petersilie, anrichten.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Frühstücksdrink;https://www.kochenfuerviele.de/fruehstueck-ideen/Fruehstuecksdrink.html;"Kochen für Viele - Kochrezepte und Tipps    Frühstücksdrink    Kategorie: Frühstück    Aufwand/Kosten: mittel/normal    Personenzahl: 12    Zutaten:   12 El Instanthaferflocken  750 g Brombeeren  900 ml Milch  12 Pfirsiche  900 g Joghurt  6 TL Zitronensaft  18 EL Zitronensaft  18 EL Honig      Zubereitung       Als erstes müssen die Pfirsiche gewaschen, entsteint und halbiert werden. 9 der Pfirsiche werden nun in grobe Würfel geschnitten und in ein hohes Glas oder eine Schale gegeben. In einer weiteren Schüssel werden die Instanthaferflocken mit 12 EL Zitronensaft, Milch, Joghurt und 12 EL Honig vermengt und mit einem Schneidstab fein püriert. Nun noch die Brombeeren verlesen und 600 g davon mit 6 EL Honig und 6 EL Zitronensaft ebenfalls fein püriert. Eventuell kann die Masse nach dem pürieren noch durch einen Sieb gestrichen und im Anschluss daran auf 12 Gläser verteilt werden. Nachdem das Brombeerpüree in die Gläser gegeben wurde, wird die bereits fertige Pfirsichmilch über das Püree gegossen. Die noch übrigen Pfirsiche werden dann in dünne Spalten geschnitten und mit dem restlichen Zitronensaft beträufelt. Dann werden die noch übrigen Brombeeren im Wechselrhythmus mit den Pfirsichspalten auf einen Holzspieß aufgesteckt. Die Spieße werden dann in die Drinks gestellt und dienen der Dekoration. Ist das Glas leer, kann man sie gerne aufessen.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Käse-Schinken-Hörnchen;https://www.kochenfuerviele.de/fruehstueck-ideen/Kaese-Schinken-Hoernchen.html;"Kochen für Viele - Kochrezepte und Tipps   Käse-Schinken-Hörnchen    Kategorie: Frühstück    Aufwand/Kosten: simpel/günstig    Personenzahl: 10    Zutaten:   500g Mehl  500g Quark  500g Butter  etwas Salz  500g gekochter Schinken  300g geriebener Käse  2 Eier      Zubereitung       Einen Teig aus Mehl, Butter, Quark und Salz bereiten. Den Teig anschließend in Klarsichtfolie wickeln und für 24 Stunden in den Kühlschrank legen. Den gekochten Schinken in kleine Würfel schneiden und mit dem geriebenen Käse in einer Schüssel mischen. Den Teig in 4 Teile aufteilen. Mit dem Nudelholz ausrollen. Dafür die Arbeitsfläche mit etwas Mehl bestreuen. Den Teig darauf geben und auf Tellergröße (Durchmesser etwa 26-28 cm) ausrollen. Anschließend mit dem Teigrad oder dem Pizzaschneider in 8 Stücke schneiden. Die Schinken-Käse-Mischung auf der breiten Seite verteilen und die Teigstücke aufrollen. Ein Backblech mit Backpapier auslegen und die fertigen Hörnchen darauf geben. Die Eier mit etwas Milch vermischen und die Hörnchen damit bestreichen. Anschließend im vorgeheizten Backofen bei 180°C etwa 20 Minuten lang backen. Wer mag, kann die Hörnchen mit Kümmel oder Käse bestreuen.     [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Pfadfinder Frühstück;https://www.kochenfuerviele.de/fruehstueck-ideen/Pfadfinder-Fruehstueck.html;"Kochen für Viele - Kochrezepte und Tipps    Pfadfinder Frühstück    Kategorie: Frühstück    Aufwand/Kosten: simpel/gering    Personenzahl: 10    Zutaten:   600 g Müsli  120 g Margarine  1200 g Brot  350 ml Milch  80 g Marmelade und, oder Honig  200 g Wurst  380 g Nutoka  200 g Käse  220 g Quark  10 Frühstücksbeutel      Zubereitung       Die Brote mit Margarine bestreichen, mit Wurst oder Käse belegen, oder auch mit Nutoka, Marmelade oder Honig bestreichen. Das Müsli mit dem Quark vermengen, die Milch lässt man sich zu diesem nahrhaften Frühstück einfach lecker schmecken.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Cornflakes Frühstück;https://www.kochenfuerviele.de/fruehstueck-ideen/Cornflakes-Fruehstueck.html;"Kochen für Viele - Kochrezepte und Tipps    Cornflakes Frühstück    Kategorie: Frühstück    Aufwand/Kosten: simpel/gering    Personenzahl: 20    Zutaten:   2 große Cornflakespackungen  4 l Milch  8 Äpfel  2 kg Fruchtjoghurt  10 Bananen      Zubereitung       Die Früchte in etwa gleich große Scheiben schneiden. Dann für jede Person eine Portion Cornflakes in eine Schüssel geben und obenauf einen bis zwei Löffel Joghurt setzen.  Dann die Fruchtstücke gerecht auf den Cornflakesschüsseln verteilen und einen Schuss Milch zugeben.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Gefüllte Paprika mit Hackfleisch;https://www.kochenfuerviele.de/mittagessen-kochen/Gefuellte-Paprika-mit-Hackfleisch.html;"Kochen für Viele - Kochrezepte und Tipps     Gefüllte Paprika mit Hackfleisch    Kategorie: Mittagessen    Aufwand/Kosten: normal/überschaubar    Personenzahl: 12    Zutaten:   18 Paprikaschoten  6 St. Gemüsezwiebeln  1´500 g Tomaten  1´200 g Hackfleisch  12 EL Tomatenmark  1´125 ml Gemüsebrühe  45 g Mehl  2 Becher Sahne  Salz  Pfeffer  Zucker  Oregano  600 g Feta-Käse      Zubereitung       Die Zwiebeln schälen und in Würfel schneiden. In eine Schüssel geben und beiseite stellen. Die Paprika waschen und den Deckel abschneiden, entkernen. 6 Tomaten waschen, halbieren, ebenfalls entkernen und in Würfel schneiden. In einem Topf etwas Öl erhitzen und zirka die Hälfte der Zwiebeln darin glasig dünsten. Das Hackfleisch dazu geben und mit andünsten. Die Tomatenwürfel und die Hälfte des Tomatenmarks ebenfalls in die Pfanne geben und mitdünsten.  Den Feta-Käse in Würfel schneiden, unterheben und die Masse anschließend in die Paprikaschoten füllen. Eine große Pfanne auf den Herd stellen, etwas Öl darin erhitzen und die restlichen Zwiebeln darin anschwitzen. Die Paprikaschoten in die Pfanne stellen und die restlichen Tomaten würfeln. Ebenfalls dazu geben. Mit der Brühe aufgießen.  Die Paprikaschoten auf kleiner Flamme 1 Stunde köcheln lassen. Anschließend die Paprikaschoten herausnehmen und warm stellen. Das restliche Tomatenmark unter die Soße ziehen und diese pürieren. Schließlich aufkochen, die Sahne hinzufügen und mit Salz und Pfeffer abschmecken, mit Mehl abbinden.  Dazu passt Reis als Beilage bestens. Natürlich können die gefüllten Paprika mit Hackfleisch auch mit Nudeln oder Kartoffeln serviert werden, je nachdem, was der Familie oder den Gästen besser schmeckt. Als zusätzliche Beilage kann ganz nach Belieben auch ein Salat serviert werden. Hier ist der Fantasie des Koches oder des Gastgebers keine Grenze gesetzt. Da es sich bei gefüllten Paprika mit Hackfleisch um ein eher deftiges Gericht handelt, passt Bier ebensogut wie Wein als Getränk.            [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Gefüllte Paprika vegetarisch;https://www.kochenfuerviele.de/mittagessen-kochen/Gefuellte-Paprika-vegetarisch.html;"Kochen für Viele - Kochrezepte und Tipps     Gefüllte Paprika vegetarisch    Kategorie: Mittagessen    Aufwand/Kosten: normal/überschaubar    Personenzahl: 12    Zutaten:   12 grüne Paprika (geht auch rot, gelb)  750 ml Wasser  2 Würfel Brühe  3 Tassen Reis  750 ml pürierte Tomaten  Salz  Pfeffer  3 Bund Petersilie  450 g geriebener Käse  3 Zwiebeln  9 Zehen Knoblauch      Zubereitung       Die meisten kennen gefüllte Paprika in der klassischen Form mit Hackfleisch – doch natürlich lässt sich die originale Rezeptur beliebig abändern, sodass auch Vegetarier in den Genuss von Gefüllten Paprika kommen. Das Hackfleisch lässt sich nämlich problemlos durch Reis und Käse sowie verschiedene Gemüsesorten ersetzen. Und das Beste daran ist, dass der Fantasie keine Grenzen gesetzt sind. Dieses Gericht eignet sich also auch hervorragend zum gemeinsamen Kochen mit den Kindern.  Die Zwiebeln schälen und in Würfel schneiden. In eine Schüssel geben und auf Seite stellen. Den Knoblauch schälen und ebenfalls in eine Schüssel geben. Die Paprikaschoten waschen und den Deckel abschneiden. Die Kerne entfernen und die Paprikaschoten abermals waschen. Den Reis in Salzwasser garen. In einer großen Pfanne die Zwiebeln glasig dünsten, den Knoblauch dazu geben und alles mit Wasser, Brühwürfeln, Käse und pürierten Tomaten aufgießen.  Den Reis unterheben und mit Salz, Pfeffer und Oregano abschmecken. Die Masse kurz köcheln lassen. Den Backofen auf 200°C vorheizen. Die Masse anschließend in die ausgehölten Paprikaschoten geben. Die Paprikaschoten in eine Auflaufform stellen. Am Boden etwas von der Masse verteilen und gegebenenfalls mit etwas Wasser auffüllen. Die Auflaufform in den Herd stellen und die Paprikaschoten 30 Minuten backen. Dazu passen Petersilienkartoffeln.  Wer mag, kann die Füllung mit Mais, schwarzen Oliven oder Paprikastücken beliebig ergänzen. Auch mit anderen Gewürzen kann man den Geschmack beliebig verändern.           [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Gehacktespizza;https://www.kochenfuerviele.de/mittagessen-kochen/Gehacktespizza.html;"Kochen für Viele - Kochrezepte und Tipps     Gehacktespizza    Kategorie: Mittagessen    Aufwand/Kosten: normal/überschaubar    Personenzahl: 12    Zutaten:   2 kg Hackfleisch  2 Eier  2 alte Brötchen  2 große Zwiebeln  10 Tomaten  Paprikamix  300 g Käse (Gouda, mittelalt)  2 kleine Dosen Champignons  1 kleine Dose Mais  Salz  Pfeffer  Oregano  Basilikum      Zubereitung       Nudeln eignen sich nicht nur als Beilage zum deftigen Sonntagsbraten oder für die Zubereitung von leckeren Pastagerichten, bei welchen die Nudeln mit diversen Soßen garniert werden. Wer nur wenig Zeit hat und auf die Schnelle günstig Kochen möchte, kann beispielsweise eine herzhafte Nudelpfanne nach folgendem Rezept zubereiten:  Für die Nudeln das Salzwasser auf den Herd stellen und die Nudeln bissfest garen. Das Öl in einer großen Pfanne erhitzen. Die Bratwurstmasse als Klößchen in die Pfanne drücken und goldbraun anbraten. Die Klößchen aus der Pfanne nehmen und auf einem Teller auf Seite stellen. Zwiebeln und Speck im Bratfett anbraten. Möhren und Pilze ebenfalls in die Pfanne geben und mit braten. Mit Salz und Cayennepfeffer würzen. Sahne und Brühe angießen. Erbsen und Klößchen mit in die Pfanne geben und 10 Minuten garen. Den Soßenbinder einrühren und aufkochen. Nudeln in die Soße geben und erhitzen und nochmals würzen. Die Petersilie darüber streuen und servieren. Zu dieser deftigen Nudelpfannen-Variante passen die verschiedensten antialkoholischen Getränke oder Bier – je nach persönlichem Geschmack.  Experimentierfreudige Köche können dieses Rezept natürlich auch als Basis für eigene Koch-Experimente in der Küche verwenden. So lassen sich neben Speckwürfeln und Bratwurst auch die verschiedensten Sorten von Fleisch hinzu geben. Und auch eine fleischlose Variante stellt kein Problem dar. In diesem Fall werden Speckwürfel und Bratwurst einfach durch ein beliebiges Gemüse ersetzt. Bei den verschiedenen möglichen Varianten sind der Fantasie des Kochs keine Grenzen gesetzt – denn erlaubt ist, was schmeckt.          [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Gemüse-Reis-Pfanne mit Hähnchen;https://www.kochenfuerviele.de/mittagessen-kochen/Gemuese-Reis-Pfanne-mit-Haehnchen.html;"Kochen für Viele - Kochrezepte und Tipps     Gemüse-Reis-Pfanne mit Hähnchen    Kategorie: Mittagessen    Aufwand/Kosten: normal / überschaubar    Personenzahl: 12    Zutaten:   750 g Vollkornreis (Basmati passt auch sehr gut)  1´800 g Hähnchenbrustfilet  6 mittelgroße Zwiebeln  6 Stangen Lauch  3 Zucchini  12 Karotten  1´500 ml Gemüsebrühe  Salz  Pfeffer  Paprika  Basilikum  Kräuter der Provence      Zubereitung       Die Gemüse Reis Pfanne mit Hähnchen sind mit überschaubarem Aufwand zubereitet und schmecken in der der Regel allen Kindern und Jugendlichen. Zunächst wird ein Topf mit Salzwasser für den Reis aufgesetzt. Anschließend die Hähnchenbrust waschen und eventuell von den restlichen Sehnen und Adern oder auch Blutgefäßen befreien. Die Hähnchenbrust in Streifen schneiden und in einer Schüssel beiseite stellen.  Die Zwiebeln werden geschält und in feine Würfel geschnitten. Den Lauch ebenfalls putzen und in kleine Ringe schneiden. Die Karotten waschen, grob putzen und in feine Streifen schneiden. Die Zucchini putzen und in mittelgroße Würfel schneiden. Diese Schneidearbeiten können Kinder und Jugendliche recht gut selbst durchführen und schafft ja auch ein Gemeinschaftsgefühl – denn gemeinsames Schnibbeln macht Spaß. Nur aufpassen, dass nicht allzu scharfe Messer verwendet werden.  Bis auf die Zwiebeln alles Gemüse in eine Schüssel geben und auf die Seite stellen. Während der Reis bissfest gart wird das Hähnchenfleisch angebraten. Währenddessen mit Salz, Pfeffer und Paprika würzen. Wenn das Hähnchenfleisch Farbe bekommen hat, werden die Zwiebeln hinzugefügt und mit angebraten. Anschließend gibt man das restliche Gemüse hinzu und lässt es dünsten. Anschließend löscht man die Pfanne mit der Brühe ab und lässt es etwa 30 Minuten auf kleiner Flamme einköcheln. Zum Schluss hebt man den Reis unter, rührt noch einmal alles gut durch und schmeckt es mit Kräutern nach Geschmack ab.       [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Sauerkraut mit Bratwurst und Kartoffelpüree;https://www.kochenfuerviele.de/mittagessen-kochen/Sauerkraut-mit-Bratwurst-und-Kartoffelpueree.html;"Kochen für Viele - Kochrezepte und Tipps   Sauerkraut mit Bratwurst und Kartoffelpüree    Kategorie: Mittagessen    Aufwand/Kosten: normal/überschaubar    Personenzahl: 12    Zutaten:   3 Gläser Sauerkraut  Piment  Wacholderbeeren  Lorbeerblätter  150 g Schinkenspeck  2 Zwiebeln  Zucker  Wasser  12 Bratwürstchen  3 kg Kartoffeln  125 g Butter  Milch  Salz  Muskat      Zubereitung       Zuerst werden die Kartoffeln geschält und in einem großen Topf mit etwas Salz aufgesetzt. Sobald die Kartoffeln kochen, wird die Heizstufe am Herd nach unten gedreht. Gegen Überkochen hilft etwas Margarine. Sauerkraut mit Lorbeer, Piment und Wacholderbeeren aufsetzen. Den Speck in Würfel schneiden. Die Zwiebeln Schälen und in halbe Scheiben schneiden. Den Speck in einer Pfanne glasig auslassen und die Zwiebeln dazu geben. Diese ebenfalls glasig dünsten. Anschließend Speck und Zwiebeln zum Sauerkraut geben und etwas köcheln lassen. Zum Schluss mit etwas Zucker abschmecken. Je länger das Sauerkraut gekocht wird, desto weicher wird es. Wer es bissfest mag, sollte es daher nicht zu lange kochen. Ist das Sauerkraut soweit vorbereitet, sollte man schauen, wie lange die Kartoffeln noch kochen müssen. Kartoffeln, die beinahe gar sind, sollten leicht vom Messer rutschen. In einer Pfanne etwas Fett erhitzen und die Bratwürstchen darin von allen Seiten braun braten. Zum Schluss werden die Kartoffeln abgeschüttet und anschließend mit dem Mixer durchgerührt. Die Butter dazu geben und Milch angießen. Die Menge der benötigten Milch hängt von der Konsistenz der Kartoffeln ab. Mit Salz und Pfeffer abschmecken und das Püree zusammen mit Sauerkraut und Bratwurst portionsweise anrichten.       [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Krautrouladen;https://www.kochenfuerviele.de/mittagessen-kochen/Krautrouladen.html;"Kochen für Viele - Kochrezepte und Tipps     Krautrouladen    Kategorie: Mittagessen    Aufwand/Kosten: normal/überschaubar    Personenzahl: 12    Zutaten:   3 große Kohlköpfe  3 Brötchen vom Vortag  12 Schalotten  6 EL Olivenöl  12 Knoblauchzehen  1´200 g gemischtes Hackfleisch  3 Eier  Koriander  Paprikapulver  Petersilie gehackt  45 dünne Scheiben Speck  6 Tomaten  3 Becher Sauerrahm  Salz  Pfeffer  Butter      Zubereitung       Die Krautköpfe vom Strunk befreien und in einem großen Topf mit reichlich Wasser etwa 5 Minuten kochen. Anschließend die äußeren Blätter abschälen und in Eiswasser legen. Den Vorgang so lang wiederholen bis man ausreichend Blätter für die Krautrouladen beisammen hat. Für die Füllung werden die Schalotten gewürfelt und in etwas Öl angeschwitzt. Der Knoblauch wird dazu gepresst. Die eingeweichten Brötchen werden ausgedrückt und zusammen mit Zwiebeln, Knoblauch, Eiern und Hackfleisch zu einer festen Masse verknetet. Anschließend wird die Masse mit Koriander, Paprika, Salz, Pfeffer und Petersilie gewürzt. Die Krautblätter werden zwischen ein Tuch gelegt und mit einer schweren Pfanne geplättet. Die Füllung wird auf die Blätter gegeben und schließlich zur Roulade gerollt. Diese fixiert man mit einem Zwirn. Anschließend werden zwei große Auflaufformen gefettet und mit Speckstreifen ausgelegt. Die Rouladen werden eingeschichtet und mit den gewürfelten Tomaten bestreut. Darüber gibt man abermals Speckstreifen und deckt die Formen dann mit Folie ab. Die Rouladen werden bei 170°C 35 Minuten gebacken. Dann wird die Folie entfernt und die Rouladen backen weitere 10 Minuten. Anschließend nimmt man die gegarten Krautrouladen heraus und rührt den Sauerrahm in den Bratensaft ein. Dieser wird nochmals mit Salz und Pfeffer abgeschmeckt und über die Rouladen gegeben. Zu den Krautrouladen passen sehr gut Salzkartoffeln. Wer möchte kann noch etwas Soße bereitstellen.       [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Paella ohne Fisch;https://www.kochenfuerviele.de/mittagessen-kochen/Paella-ohne-Fisch.html;"Kochen für Viele - Kochrezepte und Tipps     Paella ohne Fisch    Kategorie: Mittagessen    Aufwand/Kosten: normal/überschaubar    Personenzahl: 12    Zutaten:   9 Hähnchenbrüste ohne Knochen  450 g scharfe Wurst (Chorizo)  Olivenöl  3 mittelgroße Zwiebeln  6 Zehen Knoblauch  675 g Risottoreis  Safranpulver  3 gelbe Paprika  1/8 l trockener Weißwein  Salz, schwarzer Pfeffer  1´800 ml heiße Gemüsebrühe  450 g Erbsen (frisch oder TK)      Zubereitung       Die Paella ist aus der spanischen Küche nicht wegzudenken. Rund um Valencia und an der spanischen Ostküste hat die Paella sogar den Status eines Nationalgerichts. Wer die Paella auf die traditionelle spanische Weise zubereiten möchte, braucht auf jeden Fall Fleisch oder Fisch, um einen kulinarischen Hauch aus dem sonnigen Süden auf den Tisch bringen zu können. Doch auch Vegetarier brauchen nicht auf diesen Genuss zu verzichten. Fleisch und Fisch lassen sich nämlich problemlos durch Gemüse ersetzen. Zwiebeln und Knoblauch schälen und fein hacken. Hähnchenbrust von Sehnen und Äderchen befreien und in grobe Stücke schneiden. Die Wurst schälen und in Scheiben schneiden. Öl in einer großen Pfanne erhitzen und die Hähnchenbrust darin rundum braun anbraten. Anschließend herausnehmen und die Chorizo in dem Fett von jeder Seite je etwa 1 Minute anbraten.  Die Chorizo aus dem Fett herausnehmen und in einer Schüssel aufbewahren. Zwiebeln und Knoblauch in das verbliebene Fett geben und andünsten. Anschließend Reis und Safran hinzufügen und mitdünsten. Ist dies soweit geschehen, wird der Paprika in Streifen geschnitten und ebenfalls hinzugegeben. Nun wird der Wein in die Pfanne gegeben und gewartet bis er vom Reis aufgesogen wurde.  Jetzt wird die Gemüsebrühe angegossen. Anschließend gibt man die Hähnchenteile mit in die Pfanne und lässt es 10 Minuten weitergaren. Zum Schluss werden die Erbsen und die Chorizo hinzugefügt. Jetzt sollte noch einmal 5 Minuten lang gewartet werden.         [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
Pizza mit dreierlei Belag;https://www.kochenfuerviele.de/mittagessen-kochen/Pizza-mit-dreierlei-Belag.html;"Kochen für Viele - Kochrezepte und Tipps   Pizza mit dreierlei Belag    Kategorie: Mittagessen    Aufwand/Kosten: normal/überschaubar    Personenzahl: 12    Zutaten:   600 g Mehl  2 Tüten Trockenhefe  300 ml handwarmes Wasser  2 TL Salz  2 TL Knoblauchgranulat  6 EL Öl  8 EL Ketchup  2 EL Pizzagewürz  3 Paprika (am besten Paprikamix; rot, grün, gelb)  3 Tomaten  3 Zwiebeln  2 kleine Dosen Mais  2 kleine Dosen Champignons  400 g Salami  400 g Kochschinken  2 Dosen Thunfisch  400 g geriebenen Käse      Zubereitung       Das Mehl in eine große Schüssel sieben, um Klümpchen zu verhindern. Hefe, Salz, Knoblauchgranulat, Öl und Wasser zufügen und mit den Knetstäben des Handmixers durchkneten. Die Schüssel mit einem Tuch abdecken und 30 Minuten gehen lassen. Zwiebeln und Paprika schälen und putzen – klein schneiden. Die Tomaten würfeln und in eine Schüssel geben. Auch Salami und Kochschinken würfeln. Champignons und Mais abgießen. Den Teig halbieren und auf zwei ausreichend große Bleche ausrollen. Mit einer Gabel mehrmals einstechen. Den Ketchup mit Pizzagewürz verrühren und auf dem Teig verteilen. Der Belag kann nun durcheinander auf beiden Pizzen verteilt werden oder aber je nach Geschmack in verschiedene Quadrate verteilen. Auf diese Weise kann man auf die unterschiedlichen Geschmäcker eingehen. Zum Schluss mit Käse bestreuen und bei 200°C 25 Minuten backen.       [ © Das Copyright liegt bei www.kochenfuerviele.de | Kochen für Viele - Kochrezepte und Tipps für alle, die für große Gruppen kochen müssen] nach oben | Home | Sitemap | Impressum & Kontakt ©: www.kochenfuerviele.de      Startseite Frühstück Mittagessen Abendessen Dessert & Salate Grillen & Lagerfeuer Weihnachtsbäckerei Buffetvorschläge Cocktails Tipps & Know How Sitemap Rezepte Impressum & Kontakt Links Kochrezepte Kochbücher  © www.kochenfuerviele.de         $(document).ready(function(){ 	$('#menu').slicknav(); });"
